Datetime,Open,High,Low,Close,Adj Close,Volume
2021-12-17 09:30:00-05:00,169.92999267578125,170.60000610351562,169.69000244140625,170.1907958984375,170.1907958984375,14924416
2021-12-17 09:31:00-05:00,170.1999969482422,171.50999450683594,170.14999389648438,171.35000610351562,171.35000610351562,839106
2021-12-17 09:32:00-05:00,171.36990356445312,171.5800018310547,171.0500030517578,171.27999877929688,171.27999877929688,680395
2021-12-17 09:33:00-05:00,171.27000427246094,171.92999267578125,171.24000549316406,171.89010620117188,171.89010620117188,635484
2021-12-17 09:34:00-05:00,171.89999389648438,171.92999267578125,171.11000061035156,171.25999450683594,171.25999450683594,660294
2021-12-17 09:35:00-05:00,171.25,171.4199981689453,170.9600067138672,171.22999572753906,171.22999572753906,628578
2021-12-17 09:36:00-05:00,171.24000549316406,171.27000427246094,170.63999938964844,170.69009399414062,170.69009399414062,550192
2021-12-17 09:37:00-05:00,170.6999969482422,170.88999938964844,170.41000366210938,170.7100067138672,170.7100067138672,556843
2021-12-17 09:38:00-05:00,170.69000244140625,170.94000244140625,170.0850067138672,170.125,170.125,544628
2021-12-17 09:39:00-05:00,170.13999938964844,170.69000244140625,169.91000366210938,170.5850067138672,170.5850067138672,747824
2021-12-17 09:40:00-05:00,170.60000610351562,171.0399932861328,170.5,170.91000366210938,170.91000366210938,655054
2021-12-17 09:41:00-05:00,170.9149932861328,171.389892578125,170.85000610351562,170.91000366210938,170.91000366210938,639529
2021-12-17 09:42:00-05:00,170.9199981689453,171.1199951171875,170.60000610351562,171.10000610351562,171.10000610351562,507310
2021-12-17 09:43:00-05:00,171.0854034423828,171.1999969482422,170.75,170.92999267578125,170.92999267578125,443722
2021-12-17 09:44:00-05:00,170.9199981689453,171.05999755859375,170.75999450683594,170.79010009765625,170.79010009765625,370014
2021-12-17 09:45:00-05:00,170.7899932861328,171.19000244140625,170.55999755859375,171.1885986328125,171.1885986328125,532354
2021-12-17 09:46:00-05:00,171.16000366210938,171.92999267578125,171.13999938964844,171.92149353027344,171.92149353027344,802984
2021-12-17 09:47:00-05:00,171.9199981689453,172.4600067138672,171.72000122070312,172.36000061035156,172.36000061035156,928524
2021-12-17 09:48:00-05:00,172.36399841308594,172.3699951171875,171.7899932861328,172.27000427246094,172.27000427246094,572084
2021-12-17 09:49:00-05:00,172.25,172.57000732421875,171.9001007080078,172.50999450683594,172.50999450683594,485895
2021-12-17 09:50:00-05:00,172.5198974609375,172.86000061035156,172.2899932861328,172.83709716796875,172.83709716796875,559353
2021-12-17 09:51:00-05:00,172.80999755859375,173.07000732421875,172.52000427246094,172.86000061035156,172.86000061035156,629385
2021-12-17 09:52:00-05:00,172.86000061035156,172.9434051513672,172.3699951171875,172.69009399414062,172.69009399414062,432679
2021-12-17 09:53:00-05:00,172.6999969482422,172.74090576171875,172.24000549316406,172.41000366210938,172.41000366210938,342096
2021-12-17 09:54:00-05:00,172.39999389648438,172.5800018310547,171.97000122070312,172.02000427246094,172.02000427246094,537965
2021-12-17 09:55:00-05:00,172.02000427246094,172.0800018310547,171.6199951171875,171.64210510253906,171.64210510253906,504858
2021-12-17 09:56:00-05:00,171.66000366210938,171.91990661621094,171.5800018310547,171.7899932861328,171.7899932861328,381849
2021-12-17 09:57:00-05:00,171.7899932861328,172.13999938964844,171.66000366210938,172.0399932861328,172.0399932861328,404992
2021-12-17 09:58:00-05:00,172.0565948486328,172.08999633789062,171.60000610351562,172.05250549316406,172.05250549316406,253583
2021-12-17 09:59:00-05:00,172.0399932861328,172.0850067138672,171.74000549316406,171.94009399414062,171.94009399414062,245088
2021-12-17 10:00:00-05:00,171.94009399414062,171.9499969482422,171.64999389648438,171.8300018310547,171.8300018310547,310817
2021-12-17 10:01:00-05:00,171.82000732421875,171.9600067138672,171.3000030517578,171.4149932861328,171.4149932861328,318194
2021-12-17 10:02:00-05:00,171.41000366210938,171.6199951171875,171.05999755859375,171.1779022216797,171.1779022216797,400898
2021-12-17 10:03:00-05:00,171.1699981689453,171.58999633789062,171.0800018310547,171.52999877929688,171.52999877929688,365632
2021-12-17 10:04:00-05:00,171.50999450683594,171.5299072265625,171.2100067138672,171.23500061035156,171.23500061035156,298875
2021-12-17 10:05:00-05:00,171.23500061035156,171.35000610351562,170.8300018310547,171.03900146484375,171.03900146484375,419404
2021-12-17 10:06:00-05:00,171.0500030517578,171.24000549316406,170.7899932861328,170.8000030517578,170.8000030517578,358491
2021-12-17 10:07:00-05:00,170.79100036621094,170.97999572753906,170.77000427246094,170.9199981689453,170.9199981689453,257198
2021-12-17 10:08:00-05:00,170.89999389648438,171.08999633789062,170.7100067138672,171.0399932861328,171.0399932861328,322569
2021-12-17 10:09:00-05:00,171.0399932861328,171.07000732421875,170.7301025390625,170.88499450683594,170.88499450683594,281931
2021-12-17 10:10:00-05:00,170.8699951171875,170.8800048828125,170.50999450683594,170.5800018310547,170.5800018310547,313505
2021-12-17 10:11:00-05:00,170.5800018310547,170.6999969482422,170.4503936767578,170.57000732421875,170.57000732421875,305673
2021-12-17 10:12:00-05:00,170.57000732421875,170.75,170.39999389648438,170.67999267578125,170.67999267578125,340810
2021-12-17 10:13:00-05:00,170.6699981689453,170.7100067138672,170.1300048828125,170.1800994873047,170.1800994873047,434980
2021-12-17 10:14:00-05:00,170.1999969482422,170.36000061035156,170.0399932861328,170.08009338378906,170.08009338378906,415801
2021-12-17 10:15:00-05:00,170.08999633789062,170.08999633789062,169.82440185546875,169.85169982910156,169.85169982910156,688614
2021-12-17 10:16:00-05:00,169.85000610351562,170.0,169.77999877929688,169.82009887695312,169.82009887695312,417804
2021-12-17 10:17:00-05:00,169.8300018310547,169.9600067138672,169.8000030517578,169.85000610351562,169.85000610351562,312338
2021-12-17 10:18:00-05:00,169.85000610351562,170.2899932861328,169.80999755859375,170.25999450683594,170.25999450683594,542828
2021-12-17 10:19:00-05:00,170.25990295410156,170.42999267578125,170.1699981689453,170.3300018310547,170.3300018310547,449177
2021-12-17 10:20:00-05:00,170.32000732421875,170.47000122070312,170.10000610351562,170.1699981689453,170.1699981689453,336400
2021-12-17 10:21:00-05:00,170.16000366210938,170.22999572753906,169.8300018310547,169.86000061035156,169.86000061035156,402480
2021-12-17 10:22:00-05:00,169.86000061035156,170.0399932861328,169.75999450683594,169.9600067138672,169.9600067138672,409961
2021-12-17 10:23:00-05:00,169.94000244140625,170.1699981689453,169.91000366210938,170.03480529785156,170.03480529785156,291797
2021-12-17 10:24:00-05:00,170.02000427246094,170.1864013671875,169.86000061035156,170.0,170.0,255512
2021-12-17 10:25:00-05:00,170.00990295410156,170.35000610351562,169.99000549316406,170.30999755859375,170.30999755859375,403625
2021-12-17 10:26:00-05:00,170.2899932861328,170.67999267578125,170.28500366210938,170.58999633789062,170.58999633789062,479202
2021-12-17 10:27:00-05:00,170.60000610351562,170.77999877929688,170.50999450683594,170.55499267578125,170.55499267578125,318412
2021-12-17 10:28:00-05:00,170.5399932861328,170.60000610351562,170.19000244140625,170.2050018310547,170.2050018310547,313103
2021-12-17 10:29:00-05:00,170.1999969482422,170.38999938964844,170.08999633789062,170.36000061035156,170.36000061035156,340176
2021-12-17 10:30:00-05:00,170.33999633789062,170.52999877929688,170.05999755859375,170.1300048828125,170.1300048828125,325709
2021-12-17 10:31:00-05:00,170.12069702148438,170.3800048828125,170.0800018310547,170.2899932861328,170.2899932861328,251241
2021-12-17 10:32:00-05:00,170.27999877929688,170.5500030517578,170.19000244140625,170.52999877929688,170.52999877929688,219429
2021-12-17 10:33:00-05:00,170.52999877929688,171.1199951171875,170.52999877929688,171.1199951171875,171.1199951171875,502111
2021-12-17 10:34:00-05:00,171.11000061035156,171.35000610351562,171.02999877929688,171.0399932861328,171.0399932861328,368907
2021-12-17 10:35:00-05:00,171.03500366210938,171.4600067138672,170.72999572753906,170.8000030517578,170.8000030517578,522286
2021-12-17 10:36:00-05:00,170.8000030517578,171.02000427246094,170.75999450683594,170.8800048828125,170.8800048828125,343794
2021-12-17 10:37:00-05:00,170.8800048828125,171.1999969482422,170.8699951171875,171.02999877929688,171.02999877929688,394311
2021-12-17 10:38:00-05:00,171.02999877929688,171.2471923828125,171.00999450683594,171.13999938964844,171.13999938964844,339472
2021-12-17 10:39:00-05:00,171.14999389648438,171.1750030517578,170.9199981689453,171.0500030517578,171.0500030517578,349055
2021-12-17 10:40:00-05:00,171.0399932861328,171.0500030517578,170.83999633789062,170.85020446777344,170.85020446777344,240065
2021-12-17 10:41:00-05:00,170.85000610351562,171.22000122070312,170.8000030517578,171.19000244140625,171.19000244140625,312698
2021-12-17 10:42:00-05:00,171.2100067138672,171.58999633789062,171.20599365234375,171.52999877929688,171.52999877929688,441019
2021-12-17 10:43:00-05:00,171.52499389648438,171.52499389648438,171.27999877929688,171.4600067138672,171.4600067138672,363737
2021-12-17 10:44:00-05:00,171.46009826660156,171.46009826660156,171.2100067138672,171.22000122070312,171.22000122070312,246801
2021-12-17 10:45:00-05:00,171.22999572753906,171.7198028564453,171.17999267578125,171.63999938964844,171.63999938964844,357294
2021-12-17 10:46:00-05:00,171.6699981689453,171.89999389648438,171.61000061035156,171.8699951171875,171.8699951171875,419471
2021-12-17 10:47:00-05:00,171.8699951171875,172.05999755859375,171.75999450683594,172.02999877929688,172.02999877929688,482143
2021-12-17 10:48:00-05:00,172.02000427246094,172.0399932861328,171.83999633789062,172.0198974609375,172.0198974609375,300729
2021-12-17 10:49:00-05:00,172.00999450683594,172.0778045654297,171.82000732421875,172.07000732421875,172.07000732421875,287901
2021-12-17 10:50:00-05:00,172.0800018310547,172.1699981689453,171.80999755859375,172.0749969482422,172.0749969482422,393445
2021-12-17 10:51:00-05:00,172.05999755859375,172.2899932861328,172.05999755859375,172.26499938964844,172.26499938964844,124374
2021-12-17 10:53:00-05:00,172.6699981689453,172.7949981689453,172.6699981689453,172.7949981689453,172.7949981689453,1114955
2021-12-17 10:54:00-05:00,172.7949981689453,172.80999755859375,172.53500366210938,172.54710388183594,172.54710388183594,341096
2021-12-17 10:55:00-05:00,172.5399932861328,172.69000244140625,172.25999450683594,172.3000030517578,172.3000030517578,487584
2021-12-17 10:56:00-05:00,172.3000030517578,172.38999938964844,172.0749969482422,172.10699462890625,172.10699462890625,489938
2021-12-17 10:57:00-05:00,172.11000061035156,172.639892578125,172.10299682617188,172.61000061035156,172.61000061035156,343252
